- Metadata line 1 -
- Metadata line 2 -
- Metadata line 3 -
- Metadata line 4 -
- Metadata line 5 -
- Metadata line 6 -
- Metadata line 7 -
- Metadata line 8 -
- Metadata line 9 -
- Metadata line 10 -
- Metadata line 11 -
- Metadata line 12 -
- Metadata line 13 -
- Metadata line 14 -
YEAR,DOY,WS10M,T2M,RH2M,T2M_MIN,T2M_MAX,PRECTOTCORR
2023,1,4.2223869039157975,28.496714153011233,61.72880276767146,24.496714153011233,32.49671415301123,0.0
2023,2,3.587173158598929,27.861735698828817,69.23279713923881,23.861735698828817,31.861735698828817,0.0
2023,3,4.074681741135595,28.64768853810069,64.70423560314721,24.64768853810069,32.647688538100695,0.0
2023,4,4.18207014802733,29.523029856408026,65.05654886883454,25.523029856408026,33.52302985640803,0.0
2023,5,4.003589233453971,27.765846625276666,67.12464326976968,23.765846625276666,31.765846625276666,0.0
2023,6,2.956761170814458,27.76586304305082,65.69964839379051,23.76586304305082,31.76586304305082,0.0
2023,7,4.08024481198674,29.57921281550739,67.85940990173974,25.57921281550739,33.57921281550739,0.0
2023,8,5.106265519698621,28.76743472915291,65.86137249560548,24.76743472915291,32.76743472915291,0.0
2023,9,3.8199803656215088,27.53052561406505,63.162687876078685,23.53052561406505,31.53052561406505,0.0
2023,10,3.6359614510723395,28.542560043585965,66.08451057561831,24.542560043585965,32.542560043585965,0.0
2023,11,4.1866742798556995,27.536582307187537,61.56882137803802,23.536582307187537,31.536582307187537,0.0
2023,12,4.1561891052332856,27.53427024642974,65.32567911732957,23.53427024642974,31.53427024642974,0.0
2023,13,4.596367582708207,28.241962271566035,64.90031002806661,24.241962271566035,32.24196227156604,0.0
2023,14,3.371065922045556,26.0867197553422,64.37564942818238,22.0867197553422,30.0867197553422,0.0
2023,15,4.365690126287496,26.275082167486968,64.61438746568321,22.275082167486968,30.275082167486968,0.0
2023,16,4.295211030625731,27.437712470759028,59.354452863507085,23.437712470759028,31.437712470759028,0.0
2023,17,3.928926731529727,26.987168879665575,63.353825276777116,22.987168879665575,30.987168879665575,0.0
2023,18,4.169343658960845,28.314247332595272,65.27853470342335,24.314247332595272,32.31424733259527,0.0
2023,19,4.514728740799178,27.09197592447879,65.4795691759922,23.09197592447879,31.09197592447879,0.0
2023,20,4.436157690014225,26.58769629866471,61.91697457722213,22.58769629866471,30.58769629866471,0.0
2023,21,3.428490343963136,29.465648768921554,68.7971235225941,25.465648768921554,33.465648768921554,0.0
2023,22,4.4100790933777425,27.774223699513463,62.4014754553565,23.774223699513463,31.774223699513463,0.0
2023,23,3.9676556974837407,28.067528204687925,67.90837160158021,24.067528204687925,32.067528204687925,0.0
2023,24,4.036437049007758,26.575251813786544,66.28158308561505,22.575251813786544,30.575251813786544,0.0
2023,25,4.036598495500847,27.45561727547482,63.06131807046859,23.45561727547482,31.45561727547482,0.0
2023,26,3.92487850560087,28.110922589709865,70.32593267782853,24.110922589709865,32.110922589709865,0.0
2023,27,4.595853748553532,26.8490064225777,61.41908950473056,22.8490064225777,30.8490064225777,0.0
2023,28,3.958141020075394,28.375698018345673,67.75746252083,24.375698018345673,32.37569801834567,0.0
2023,29,3.4402269358084157,27.399361310081193,68.00174695412893,23.399361310081193,31.399361310081193,0.0
2023,30,3.8032350720151356,27.708306250206725,62.988139372770064,23.708306250206725,31.708306250206725,0.0
2023,31,4.089347358405238,27.398293387770604,69.17739590019299,23.398293387770604,31.398293387770604,0.0
2023,32,4.6146073921485256,29.852278184508936,64.24986045620314,25.852278184508936,33.85227818450893,0.0
2023,33,4.301547342474417,27.986502775262068,65.86608088783957,23.986502775262068,31.986502775262068,0.0
2023,34,3.574732360626478,26.9422890710441,65.78096551631366,22.9422890710441,30.9422890710441,0.0
2023,35,5.2425949583394456,28.82254491210319,64.59707377558836,24.82254491210319,32.82254491210319,0.0
2023,36,4.13238765548899,26.779156350028977,67.43242481947935,22.779156350028977,30.779156350028977,0.0
2023,37,4.637695368999507,28.208863595004754,67.38046616165664,24.208863595004754,32.20886359500476,0.0
2023,38,3.9241427832113853,26.040329876120225,59.754404080285454,22.040329876120225,30.040329876120225,0.0
2023,39,4.266679622352725,26.67181395110157,68.91302072863446,22.67181395110157,30.67181395110157,0.0
2023,40,4.419734252259202,28.19686123586912,60.01252403589298,24.19686123586912,32.19686123586912,0.0
2023,41,4.609097355877128,28.73846657999541,68.09763861302497,24.73846657999541,32.73846657999541,0.0
2023,42,4.528684152689112,28.17136828118997,68.38011541048274,24.17136828118997,32.17136828118997,0.0
2023,43,4.436098500036489,27.88435171761176,61.7271007093544,23.88435171761176,31.88435171761176,0.0
2023,44,3.8424566344029456,27.69889630441071,63.76755713613625,23.69889630441071,31.69889630441071,0.0
2023,45,3.7141269790219695,26.521478009632574,61.68288599454219,22.521478009632574,30.521478009632574,0.0
2023,46,4.166303755162099,27.280155791605292,64.3552369091338,23.280155791605292,31.280155791605292,0.0
2023,47,4.466564036170535,27.539361229040214,64.07589714744277,23.539361229040214,31.539361229040214,0.0
2023,48,3.8886396496116964,29.057122226218915,67.33898159680803,25.057122226218915,33.057122226218915,0.0
2023,49,4.532585982857193,28.34361828956846,68.93092623835882,24.34361828956846,32.34361828956846,0.0
2023,50,4.726308372743089,26.236959844637266,69.18705143236987,22.236959844637266,30.236959844637266,0.0
2023,51,3.54183954046329,28.324083969394795,63.31349592026509,24.324083969394795,32.32408396939479,0.0
2023,52,3.58153964810186,27.614917719583683,64.37233437876641,23.614917719583683,31.614917719583683,0.0
2023,53,3.929812470547332,27.323077999694043,59.94968542333715,23.323077999694043,31.323077999694043,0.0
2023,54,4.1538063340945985,28.61167628884087,62.582389800511436,24.61167628884087,32.61167628884087,0.0
2023,55,3.7377164931164746,29.03099952249595,67.89455489929237,25.03099952249595,33.03099952249595,0.0
2023,56,4.676101339433572,28.9312801191162,69.8467484706447,24.9312801191162,32.931280119116195,0.0
2023,57,4.2120334307592255,27.16078247677736,61.296953384360236,23.16078247677736,31.16078247677736,0.0
2023,58,4.01972352412037,27.690787624148786,63.22260722254132,23.690787624148786,31.690787624148786,0.0
2023,59,3.282045238065736,28.331263431403563,64.92078272912322,24.331263431403563,32.33126343140356,0.0
2023,60,3.342092091786246,28.97554512712236,65.84048347645881,24.97554512712236,32.97554512712236,0.0
2023,61,4.1405046251409034,27.52082576215471,62.57118944023506,23.52082576215471,31.52082576215471,0.0
2023,62,2.9337021869225817,27.814341023336183,66.27218313339228,23.814341023336183,31.814341023336183,0.0
2023,63,4.506318704822036,26.893665025993972,63.57848195878725,22.893665025993972,30.893665025993972,0.0
2023,64,3.92092307781384,26.80379337591933,64.95664318736516,22.80379337591933,30.80379337591933,0.0
2023,65,5.621546484797367,28.8125258223942,66.6388527440111,24.8125258223942,32.8125258223942,0.0
2023,66,5.153958125308055,29.356240028570824,65.0192668094328,25.356240028570824,33.356240028570824,0.0
2023,67,3.9092754653762416,27.927989878419666,63.690842328420295,23.927989878419666,31.927989878419666,0.0
2023,68,3.9468314987343427,29.003532897892025,64.67117058822251,25.003532897892025,33.00353289789203,0.0
2023,69,4.497790757001015,28.361636025047634,64.73491112238399,24.361636025047634,32.36163602504763,0.0
2023,70,4.851586304959019,27.354880245394877,63.889966910353614,23.354880245394877,31.354880245394877,0.0
2023,71,3.180985471281992,28.361395605508413,64.2236118119987,24.361395605508413,32.36139560550841,0.0
2023,72,3.1068122673226566,29.53803656646597,69.79594151151414,25.53803656646597,33.53803656646597,0.0
2023,73,3.688982597222809,27.964173960890047,66.68275834382372,23.964173960890047,31.964173960890047,0.0
2023,74,4.291368791586932,29.564643655814006,64.11355904591252,25.564643655814006,33.56464365581401,0.0
2023,75,4.248436795253799,25.380254895910255,67.0908632135322,21.380254895910255,29.380254895910255,0.0
2023,76,4.534885727491925,28.821902504375224,63.99854153073197,24.821902504375224,32.821902504375224,0.0
